title,subTitle,start,end,color,img,desc,descImg,
ファイ博士、12時間生放送の特設HPが開設、生放送の参加ゲスト公開、DDと動画相互出演コラボ！,,2018-06-01,,#F7FE2E,,,,
ぽてち、CH登録者数8000人突破 本日だけで2000人以上増加しVtuberランキングの増加数ランキング1位に！,,2018-06-02,,#61380B,,,,
天開司、Vtuber活動開始！！本日中にCH登録者数が7000人突破,,2018-06-02,,#4C0B5F,,,,
物述有栖、CH登録者数8万人突破！,,2018-06-02,,#DBA901,,,,
式じい、昨日付でVtuber活動終了へ…今後はMMD、UTAUファン向け生放送とVRCのみの出演に,,2018-06-02,,#00BFFF,,,,
ケリン、CH登録者数3万人突破！,,2018-06-03,,#31B404,,,,
ピーナッツくん、職質される,,2018-06-03,,#AEB404,,,,
北上双葉、CH登録者数2万人突破！,,2018-06-03,,#086A87,,,,
神楽すず、CH登録者数1万人突破！,,2018-06-03,,#08088A,,,,
のらきゃっと、CH登録者数8万人突破！,,2018-06-03,,#585858,,,,
ケリン、OPENREC公式ストリーマーに就任！,,2018-06-04,,#21610B,,,,
織田信姫、ポプテピピック化した画像が話題に,,2018-06-04,,#B404AE,,,,
ロボ子さん、OPENREC公式ストリーマーに就任！,,2018-06-04,,#8A2908,,,,
文野環、喉の不調は声帯白板症によるものと判明…まだしばらく療養が必要とのこと,,2018-06-04,,#BDBDBD,,,,
イヴ、CH登録者数1万人突破！,,2018-06-05,,#D7DF01,,,,
VtuberにYouTubeからバーチャルYouTuberのための勉強会の告知メールが届く しかし会場がリアルでやるとのことで困惑が広まる,,2018-06-05,,#151515,,,,
猫又ひなた、ミライアカリが動画でCH交換コラボ！,,2018-06-05,,#FE642E,,,,
ねこます、東大の講義にVRで登場する！雨下カイトもゲリラ参加！,,2018-06-05,,#A9F5E1,,,,
織田信姫、CH登録者数2万人突破！,,2018-06-06,,#F781F3,,,,
アマリリス組、各メンバーのPVが作られる,,2018-06-06,,#F781BE,,,,
ミライアカリ、CH登録者数60万人突破！！,,2018-06-06,,#58FAF4,,,,
ロボ子、CH登録者数3万人突破！,,2018-06-06,,#F7BE81,,,,
輝夜月、CH登録者数70万人！！新作動画が初の急上昇1位に！！,,2018-06-06,,#F5DA81,,,,
もこ田めめめ、CH登録者数2万人突破！,,2018-06-06,,#F78181,,,,
かしこまり、PANORAにインタビュー記事が掲載,,2018-06-06,,#F4FA58,,,,
文野環、CH登録者数3万人突破！,,2018-06-07,,#FE642E,,,,
電脳少女シロ、禍つヴァーツハイトの特番に出演！,,2018-06-07,,#58FAF4,,,,
バンダイより、「アイカツ」からVtuber『ナナ』がデビュー！,,2018-06-07,,#DA81F5,,,,
ときのそら生放送に富士葵が出演！,,2018-06-07,,#58FAD0,,,,
キズナアイ、CH登録者数190万人突破！！！,,2018-06-07,,#FA58F4,,,,
輝夜月、株式会社ワンダフルワークスよりフィギュア化決定！！,,2018-06-07,,#F5DA81,,,,
猫宮ひなた、LINEスタンプが発売！！,,2018-06-07,,#58FA58,,,,
そらあおコラボ,,2018-06-08,,skyblue,,,,
「かしこまり」初ライブ,,2018-06-08,,orange,,,,
にじさんじ、ゲーマーズより公式グッズの予約受付が開始,,2018-06-08,,#6E6E6E,,,,
かしこまり、ミュージックバーMELODIA TOKYOにて初ライブを開催！YouTubeにも配信,,2018-06-08,,#FACC2E,,,,
ときのそらと富士葵、コラボ動画を両CHで投稿！,,2018-06-08,,#0040FF,,,,
あさひ、12時間ライブ配信を開催！放送中にCH登録者数1万人突破！,,2018-06-08,,#58FAF4,,,,
みとらじ第3回！ゲストはパゲ美！,,2018-06-08,,#FA58F4,,,,
金剛いろは、CH登録者数2万人突破！,,2018-06-08,,#FACC2E,,,,
にじさんじ、男性グループ『VOIZ』が始動！Twitterアカウントを開設,,2018-06-08,,#424242,,,,
ハロー、YouTuberプロダクション「ハロクリ」を開始！初回所属メンバーには響木アオが加入,,2018-06-08,,#01DFD7,,,,
ときのそら、CH登録者数15万人突破！！富士葵との『ライオン』コラボ動画が動画急上昇3位に！,,2018-06-09,,#58FAF4,,,,
夜桜たま、CH登録者数2万人突破！,,2018-06-09,,#9A2EFE,,,,
宇森ひなこ コンギョを歌う,,2018-06-10,,pink,,コ〜ンギョ〜コンギョ〜コンギョガップロ〜,,
「おいでよ！メゾン・ド・ゴリラ」開催,,2018-06-10,,black,,,,
アイカツのVtuberナナ、東京おもちゃショーのバンダイブースに登場,,2018-06-10,,#F5A9F2,,,,
ピーナッツくん、CH登録者数5万人突破！,,2018-06-10,,#FFFF00,,,,
ロート製薬より、『根羽清ココロ』がVtuberデビュー！,,2018-06-10,,#A9F5F2,,,,
勇気ちひろ、スパチャ解禁！,,2018-06-11,,#58ACFA,,,,
アズマリム、CH登録者数7万人突破！,,2018-06-11,,#D358F7,,,,
剱持刀也、CH登録者数6万人突破！,,2018-06-11,,#A4A4A4,,,,
霊殿カスカなど所属のVtuberグループ『トリックスターズ』が誕生！,,2018-06-11,,#82FA58,,,,
ゲーム部プロジェクト、CH登録者数10万人突破！！,,2018-06-12,,#1C1C1C,,,,
織田信姫、CH登録者数3万人突破！,,2018-06-13,,#FE2EF7,,,,
緑仙、CH登録者数1万人突破！,,2018-06-13,,#01DF01,,,,
白上フブキ、OPENREC公式ストリーマーに就任！,,2018-06-13,,#2ECCFA,,,,
.LIVE公式アカウントがマシュマロを開設,,2018-06-13,,#6E6E6E,,,,
秋元康プロデュースのVtuber『藤間桜』がデビュー！！4日間でCH登録者数1万人突破！増加数ランキング1位に！,,2018-06-14,,#F7FE2E,,,,
夕陽リリ、CH登録者数3万人突破！,,2018-06-14,,#DF01D7,,,,
花京院ちえり、CH登録者数2万人突破！,,2018-06-14,,#F781F3,,,,
根羽清ココロ、CH登録者数1万人突破！,,2018-06-14,,#81F7D8,,,,
電脳少女シロ、ばあちゃる、アイドル部のLINEスタンプが発売！！,,2018-06-14,,#00FF00,,,,
織田信姫、ゲーム『Nature Calls』のSteam紹介画像に掲載される 近々ゲーム内にキャラとして初登場予定,,2018-06-14,,#A901DB,,,,
カフェ野ゾンビ子、CH登録者数3万人突破！,,2018-06-14,,#DF7401,,,,
『バーチャルのじゃロリ狐娘YouTuberおじさんのうた』がiTunesで配信開始,,2018-06-15,,#FE9A2E,,,,
富士葵、初のcluster.での生放送を開催 ゲストにときのそらとロボ子が登場！,,2018-06-15,,#2EFEF7,,,,
ぽんぽこ、ピーナッツくん、オセロニアの企業案件の動画を投稿,,2018-06-16,,#F3F781,,,,
ミディ、クーテトラに提供した楽曲を公開,,2018-06-16,,#FAAC58,,,,
海夜叉神、CH登録者数1万人突破！,,2018-06-16,,#81F7F3,,,,
出雲霞、CH登録者数8000人突破,,2018-06-16,,#BDBDBD,,,,
春日部つくし、pixivFANBOXを開設,,2018-06-16,,#F781F3,,,,
初のVtuberオンリーの同人イベント『Youに夢中！』が開催！,,2018-06-16,,#848484,,,,
ケリンのララガーデン回がニコニコで再生回数50万回突破,,2018-06-16,,#3ADF00,,,,
ミライアカリのECHOが100万再生突破！,,2018-06-16,,#58FAF4,,,,
田中ヒメ、CH登録者数7万人突破！,,2018-06-16,,#F781F3,,,,
電脳少女シロ RAGE優勝,,2018-06-17,,#b3fcf6,,,,
ねむ、LINEスタンプ発売！,,2018-06-17,,#64FE2E,,,,
あっくん大天使がゲリラ降臨,,2018-06-17,,#F5F6CE,,,,
花畑チャイカ、CH登録者数9000人突破,,2018-06-17,,#64FE2E,,,,
社築、CH登録者数8000人突破,,2018-06-17,,#848484,,,,
宇森ひなこ、CH登録者数5000人突破,,2018-06-17,,#F781F3,,,,
おめがシスターズ、CH登録者数3万人突破！,,2018-06-17,,#81DAF5,,,,
esportsイベント『RAGE』に電脳少女シロ、ねこます等Vtuberが参加！どうぶつタワーバトルをプレイする,,2018-06-17,,#F5DA81,,,,
桜樹みりあ、フォロワー数3万人突破！,,2018-06-18,,#FE2EC8,,,,
にじさんじ公式、偽アカウントやなりすましへの注意ツイートをする,,2018-06-18,,#64FE2E,,,,
富士葵の誕生日限定グッズが完全受注生産 6/26まで販売開始,,2018-06-18,,#58ACFA,,,,
富士葵、本日誕生日！！,,2018-06-18,,#58FAF4,,,,
大阪で震度6弱点の地震が発生 多くのVtuberが心配の声や情報などを届ける,,2018-06-18,,#FAAC58,,,,
もちひよこ、ウェディングドレス姿を披露,,2018-06-19,,#FA58F4,,,,
岩本町芸能者のHPがリニューアルする,,2018-06-19,,#FAAC58,,,,
魔宮ベル、Vtuverデビュー！,,2018-06-19,,#FF0000,,,,
ときのそら、アプリ「OVERHIT」の公式Vtuber『メリーベル』とのコラボ動画を投稿,,2018-06-19,,#A9D0F5,,,,
淡井シロ氏、本日誕生日！,,2018-06-19,,#08088A,,,,
空想コード+、公式アカウントがpixivFANBOXを開設,,2018-06-20,,#151515,,,,
物述有栖、新衣装を公開,,2018-06-20,,#F5DA81,,,,
黒い砂漠のキャンペーンで、あっくん大魔王が最優秀賞を受賞！！,,2018-06-20,,#6E6E6E,,,,
エイレーンから“日本初”を冠する新VTuberが登場、7月始動,,2018-06-20,,#AC58FA,,,,
因幡はねる、CH登録者数5000人突破,,2018-06-21,,#F5DA81,,,,
おめがシスターズ、新作動画が急上昇ランキング43位に！,,2018-06-21,,#DA81F5,,,,
樋口楓、たん♪氏による『やきもち☆ハートブレイク』を歌った動画を投稿,,2018-06-21,,#F6CEF5,,,,
月ノ美兎、静凛、樋口楓がコラボ放送『JK組雨宿り配信』を開催,,2018-06-22,,#F8E0E0,,,,
ディープブリザード、姉崎ユキミ、春日部つくし、響木アオ、収益化解禁！,,2018-06-22,,#CEF6F5,,,,
第二回ばかよし生放送！,,2018-06-23,,#F5F6CE,,,,
カフェ野ゾンビ子、新しい姿を披露、新章突入へ,,2018-06-23,,#F5BCA9,,,,
ふぇありす、グッズのマグカップを販売開始！,,2018-06-23,,#F2E0F7,,,,
織田信姫、本日誕生日の伴い初のライブ配信開催！放送中にCH登録者数4万人突破！,,2018-06-23,,#F781F3,,,,
家長むぎ、フォロワー数5万人突破！,,2018-06-23,,#B45F04,,,,
宇森ひなこ、CH登録者数8000人突破、エロゲが親に見つかる,,2018-06-24,,#DF01D7,,,,
人見クリスを、めぐる騒動が話題に運営のホロライブはアカウントを停止,,2018-06-25,,#FF8000,,,,
響木アオ、来月から関西ラジオで冠番組『響木アオを応援するラジオ』が開始！！,,2018-06-25,,#CC2EFA,,,,
富士葵、先日の生放送で貰ったスーパーチャットの一部を、大阪での地震被災者宛に日本赤十字社に寄付,,2018-06-25,,#0040FF,,,,
はちこ、姉妹機の『くろこ』を紹介！近日活動開始,,2018-06-25,,#585858,,,,
えのぐ、公式ロゴアンケートを開催 7/2まで,,2018-06-25,,#BDBDBD,,,,
メリーミルク、初のライブ配信開催！,,2018-06-26,,#F6E3CE,,,,
もちひよこ、もちぴよのモデルをニコニ立体にて公開,,2018-06-26,,#FA58F4,,,,
バーチャルゴリラ、天魔機忍Ver.Gのアクリルフィギュアと自身のTシャツを販売開始！,,2018-06-26,,#424242,,,,
北上双葉、CH登録者数3万人突破！,,2018-06-26,,#D358F7,,,,
キズナアイが表紙のユリイカ7月号が発売！Vtuber特集が掲載,,2018-06-27,,#A901DB,,,,
動く城のフィオ、Twitterで1RTで手を1m大きくするツイートをした結果、491mまで巨大化,,2018-06-27,,#01DF01,,,,
樋口楓、CH登録者数12万人突破！,,2018-06-27,,#FE642E,,,,
万楽えね、メロンブックスにてポケットティッシュとアクリルキーホルダーが販売開始！,,2018-06-27,,#A901DB,,,,
アズマリム、LINEスタンプ販売開始！！,,2018-06-27,,#D358F7,,,,
勇気ちひろ、CH登録者数5万人突破！,,2018-06-27,,#58FAF4,,,,
シスター・クレア、CH登録者数3万人突破！,,2018-06-28,,#F2F5A9,,,,
ヨメミ、本日急遽ENTUMを卒業する 今後はフリーで活動することに,,2018-06-28,,#E6E6E6,,,,
株式会社CyberＶ、株式会社DELTAGAMES、株式会社スパーククリエイティブ、Vtuberへの技術的支援での協業を発表,,2018-06-28,,#FAFAFA,,,,
キズナアイ、英検3級(相当)の問題に挑戦、見事合格しスマホゲームのデータ削除回避,,2018-06-28,,#FE2EF7,,,,
「ENTUM」から4人の新メンバーがデビュー！,,2018-06-29,,blue,,,,
織田信姫、虹河ラキ、カフェ野ゾンビ子、upd8に参加決定！,,2018-06-29,,#F5DA81,,,,
ENTUM新メンバーがデビュー！リレーライブ配信を開催,,2018-06-29,,#2E64FE,,,,
おめがシスターズの動画総再生回数が200万回突破！,,2018-06-29,,#BCA9F5,,,,
STAR LIGHT projectを脱退するVtuberが相次ぐ 活動の方向性の違いや運営への不信感からか,,2018-06-29,,#1C1C1C,,,,
すーぱーそに子、Vtuberデビュー！！,,2018-06-29,,#F5A9D0,,,,
茨城県が公認Vtuberを募集 応募は7/11まで,,2018-06-29,,#01DF3A,,,,
キズナアイ 誕生日,,2018-06-30,,pink,,,,
響木アオ、渋谷マルイにて2回目のライブを開催！,,2018-06-30,,#F781F3,,,,
キズナアイ、本日誕生日！記念のライブイベントを開催！多くのVtuberやファンから祝福のメッセージを贈られる,,2018-06-30,,#FE2EF7,,,,
織田信姫、CH登録者数6万人突破！,,2018-06-30,,#FF00FF,,,,
VOIZの黒羽黒兎と神成ポアロがグループ脱退を表明…,,2018-06-30,,#1B0A2A,,,,
にじさんじメンバー8人による大型コラボ『燃やせよ！おえかきの森』が開催！,,2018-06-30,,#FE2EF7,,,,
そらリムコラボ動画投稿,,2018-07-01,,#2ECCFA,,,,
にじさんじ1期生によるワードウルフコラボが開催,,2018-07-01,,#848484,,,,
にじさんじ2期生のLINEスタンプのセリフを『#にじさんじ2期生スタンプ』で募集開始 7月8日まで,,2018-07-01,,#64FE2E,,,,
ぽてち、充電中、あかめ、星街すいせい、ターナー・カタロ(ミィ・ガルルラ)がメンバーのVtuberグループ『S:gnal』が結成！,,2018-07-01,,#FFBF00,,,,
天神子兎音、YuNi、ハネたん、CH登録者数1万人突破！,,2018-07-01,,#F3F781,,,,
ゆきんこ、3Dの姿を公開！作者はぬこみや氏,,2018-07-01,,#58FAF4,,,,
ユエンアヤ、ユエンミナ、初のライブ配信開催！,,2018-07-01,,#BF00FF,,,,
叶、ふぇありす、万楽えね、天開司、ケリン、歌衣メイカがまた朝までロケットリーグをゲリラコラボする,,2018-07-01,,#3A01DF,,,,
物述有栖、ゆめ心中、BOOTHにてボイス販売開始！,,2018-07-01,,#FF8000,,,,
ミソシタ、8/8にライブイベント「青山月見ル君想フ」に登場！,,2018-07-01,,#0101DF,,,,
鈴鹿詩子、CH登録者数7万人突破！,,2018-07-01,,#FA58D0,,,,
タマキン、9:00〜24:00までゲーム実況配信を15時間連続で開催！,,2018-07-02,,#ffbf7f,,,,
空想コード+、早朝企画「お見送り配信！空想コード＋SP」を開催！,,2018-07-02,,#00BFFF,,,,
ときのそら、世界クーリッシュ選手権のキャンペーンキャラクターに！,,2018-07-02,,#7fffff,,,,
海月ねう、3Dモデル披露＆動画活動再開！,,2018-07-02,,#0040FF,,,,
バーチャルねこ、Bandcampにて2ndアルバム『Yaneura Cat』を販売開始！,,2018-07-02,,#00FF40,,,,
ハクヤ、Vtuber版ぷよぷよ風連鎖ボイスを投稿！,,2018-07-02,,#2EFEF7,,,,
ファイ博士、7/6の1時間生放送についての緊急記者会見を開催 当日は一部のVIVE正規取扱店でcluster.をVR視聴できる体験イベントも開催,,2018-07-02,,#FF8000,,,,
ピーナッツくん、本日誕生日！,,2018-07-02,,#FFFF00,,,,
あにまーれ因幡はねる、リプ返のし過ぎでTwitterから規制を受ける異例の事態に,,2018-07-02,,#FACC2E,,,,
もちひよこ、夏用衣装のデザインを募集開始,,2018-07-02,,#FE8EF1,,,,
星街すいせいがオリジナルソングの制作を発表　2018年9月に公開予定,,2018-07-03,,#2EFEF7,,,,
ミライアカリが決める！ 新VTuber募集コンテスト 結果発表！受賞者数46人に賞金10万円,,2018-07-03,,#2EFEF7,,,,
ピーナッツくん、第3回ONP総選挙を開催 投票は7/8まで,,2018-07-03,,#F7FE2E,,,,
剣持刀也、水菜氏、おめがシスターズ、モスコミュール、さはな、収益化解禁！,,2018-07-03,,#FFFF00,,,,
水菜氏、収益化を解説したブログを公開,,2018-07-03,,#2EFE9A,,,,
宇宙怪獣アンチン、VR撮影用の広告画像を募集,,2018-07-03,,#3B240B,,,,
御来屋久遠、初の生放送開催！,,2018-07-03,,#013ADF,,,,
月詠桜、6/8からの活動休止から活動再開！動画も投稿,,2018-07-03,,#BF00FF,,,,
にじさんじSEEDs、活動1ヶ月経過でメンバーが感謝ツイートを投稿,,2018-07-03,,#00FF00,,,,
服部半蔵、飛鳥のプロデューサーama氏が今後の活動のためCFを開始,,2018-07-03,,#2ECCFA,,,,
因幡はねる、エレベーターに2時間閉じ込められたうえ喘息を発症…自身曰く「死線を見た」,,2018-07-03,,#FFBF00,,,,
雛瀬さくら、自身が作詞作曲MIX、メンバー全員が歌唱した楽曲『アマリリス・ぱ〜てぃ』を公開！,,2018-07-03,,#2EFEF7,,,,
ナイセン、新曲『革命戦士ナイセン』を公開！,,2018-07-04,,#2EFEF7,,,,
にじさんじ公式、8/17に東京で公式イベント『月ノ美兎の夏休み〜課外授業〜』の開催決定！参加受付をpixivFANBOX支援者に先行開始,,2018-07-04,,#848484,,,,
名取さな、pixivFANBOXを開設,,2018-07-04,,#FA58F4,,,,
馬越健太郎、動画『馬越Radio』を公開！長時間喋る動画は初,,2018-07-04,,#E06C1F,,,,
にじさんじ1期生全員が『Mr.music』を歌った動画が投稿！,,2018-07-05,,#ff1493,,,,
馬越健太郎、少年ジャンプ+の『剥き出しの白鳥 特別編』に登場！,,2018-07-05,,#b8860b,,,,
宇志海いちご、視聴回数100万回突破！,,2018-07-05,,#ff00ff,,,,
月ノ美兎、7/6放送のKMNZによるラジオ『VIRTUAL BUZZ TALK』の初回ゲストに決定！,,2018-07-05,,#4b0082,,,,
宇森ひなこ、CH登録者数1万人突破！,,2018-07-05,,#ff00ff,,,,
えのぐ、YuNi、CH登録者数2万人突破！,,2018-07-05,,#ffe4b5,,,,
電脳少女シロ、秋にロサンゼルスで行われるAnimeExpo2018『SSSS.GRIDMAN』ワールドプレミアのレポーターに抜擢！,,2018-07-05,,#afeeee,,,,
阿古江レイスケ、本日誕生日！,,2018-07-05,,#21C7C9,,,,
藍原八千代、本日誕生日！,,2018-07-06,,#8D19C4,,,,
"キズナアイ、9/15,16のTOKYO KABUKI GIRLSに参加決定！初音ミクと初共演に！",,2018-07-06,,#FF08E2,,,,
にじさんじゲーマーズ、追加メンバーの笹木咲、闇夜乃モルル、本間ひまわりがデビュー！,,2018-07-06,,#3600CD,,,,
にじさんじの『Mr.music』が急上昇10位にランクイン！,,2018-07-06,,#FC569B,,,,
ケリン、初の企業案件を受ける！動画編集ソフト「Filmora」のタイアップ動画を投稿,,2018-07-06,,#4D8608,,,,
『輝夜月のルナマンガ』、8/31に発売決定！輝夜月本人の描き下ろし漫画も掲載,,2018-07-06,,#FED833,,,,
かしこまりとパンディ、デラとハドウがUpd8に参加！！,,2018-07-06,,#FFF70B,,,,
電脳少女シロ、CH登録者数50万人突破！！,,2018-07-06,,#45B1EF,,,,
社築、出雲霞、CH登場1万人突破！,,2018-07-06,,#0A55F6,,,,
ドーラ、自作の待受画像を公開,,2018-07-06,,#F50F1E,,,,
ファイ博士、12時間ぶっ通し生放送を開催！VIVE正規販売店では店頭でCluster.のVR視聴体験イベントも,,2018-07-06,,#FDB03D,,,,
魔法少女ちあ、フォロワー数1万人突破！,,2018-07-06,,#F86DF0,,,,
Vtuber専門誌『バーチャルYouTuber名鑑』が発売！！,,2018-07-06,,#39A8FC,,,,
第1回 キズナアイ杯 Vtuberだらけのマリオカート開催決定！！ 100名を超えるVtuberが参加、予選…7/19 20:00〜 本戦…8/11 19:30〜,,2018-07-06,,#C24BEA,,,,
東雲めぐ、東京タワーで行われる天の川イルミネーションの公式アンバサダーに就任！7/10〜8/28の毎週火曜日に登場,,2018-07-06,,#FAC62A,,,,
JK組七夕配信が開催！,,2018-07-06,,#F293FB,,,,
第2回トリガーコラボが開催！,,2018-07-06,,#FC6812,,,,
月ノ美兎、ときのそら、響木アオによるコラボ生放送「ガチ恋VTuber #マイベストイレブン」が7/13(金)21時〜 開催決定！ ときのそらさんYouTube、VRアプリcluster.で同時配信 司会にボカロPのさつきがてんこもりが登場！,,2018-07-06,,#FDB6B6,,,,
かしこまり、ゲームアプリ情報サイト「アルテマ」にインタビュー記事が掲載される,,2018-07-06,,#5361F8,,,,
リリー博士、バーチャルファッションブランド「アルカーナ」を公開！自身が作成した3Dモデル用パーツを提供,,2018-07-06,,#FD46E4,,,,
叶、渋谷ハル、カルロ・ピノ、アズマリム、パンディ、ファイ博士、クーテトラ、ナイア、本日誕生日！,,2018-07-07,,#F843A6,,,,
アキ・ローゼンタール、夏色まつり、今後の活動のためCF制ボイス販売開始！開始後2時間足らずで目標額50万円達成,,2018-07-07,,#F476BB,,,,
勇気ちひろ、18歳の姿を披露 真の姿だと明かす,,2018-07-07,,#568AFD,,,,
ときのそら、フォロワー数9万人突破！,,2018-07-07,,#4EC2F8,,,,
アズマリム、ライブ配信でフードを取った姿を披露 配信中にCH登録9万人突破！ アプリfaniconでコミュニティを作成,,2018-07-07,,#F872F4,,,,
ヒメヒナチャンネル、CH登録者数8万人突破！,,2018-07-07,,#FB26D0,,,,
ぽんぽこ、ピーナッツくん、ふくやマスターとコラボ！,,2018-07-07,,#FABF2B,,,,
猫宮ひなた、CH登録者数35万人突破！,,2018-07-07,,#FC7404,,,,
upd8、アメリカのANIME EXPO 2018に参加 ブースではキズナアイやモスコミュールの動画が上映,,2018-07-07,,#1B0A85,,,,
DD、中国のVtuberのNox.、格格、陸婉瑩とコラボ！,,2018-07-07,,#2C37FB,,,,
渋谷ハル、7/21開催のPUBG Vtuber最強決定戦の参加者を公開,,2018-07-07,,#1DFD16,,,,
もこ田めめめ、CH登録者数3万人突破！,,2018-07-07,,#FCBAF7,,,,
万楽えね、ケリンが杉ノ美兎、いわながとPUBGコラボをする,,2018-07-08,,#FF00BF,,,,
ケリン、LINEスタンプ発売！,,2018-07-08,,#4B8A08,,,,
文野環、復活ライブ開催！！,,2018-07-08,,#DF7401,,,,
因幡はねる、花奏かのん、CH登録者数1万人突破！,,2018-07-08,,#F7FE2E,,,,
日雇礼子、CH登録者数2万人突破！,,2018-07-08,,#FF8000,,,,
風見涼、フォロワー数3万人突破！,,2018-07-08,,#81F781,,,,
叶、海夜叉神とPUBGコラボ,,2018-07-08,,#81F7F3,,,,
織田信姫、「自身を芸能人に例えると誰か」というアンケートで、90％がフジモンに投票する,,2018-07-08,,#848484,,,,
YuNi、夜桜たま、CH登録者数3万人突破！,,2018-07-08,,#DF01D7,,,,
にじさんじ1期生による『Mr.music』のニコニコ版が公開,,2018-07-08,,#2ECCFA,,,,
新川良、匿名のファンから贈られたデフォルメモデルを公開,,2018-07-08,,#FA58F4,,,,
渋谷ハル、「ソロスクで77キルするまで寝られない」企画ライブを開催 7時間で達成,,2018-07-08,,#01DF3A,,,,
らんまるちゃん、アクリルフィギュア3種や家紋のバッジ・キーホルダー等をBOOTHにて販売開始！,,2018-07-08,,#FE9A2E,,,,
ヤエガシキミコ、サブチャンネル『キミコチャンネル ゆるふわ暴力とろんとろん』を開設,,2018-07-08,,#2EFE9A,,,,
笹木咲、CH登録者数5000人突破,,2018-07-08,,#FA58D0,,,,
Twitterで、Vtuberアニメをやるとしたら自分役の声優は誰がいいかで盛り上がる,,2018-07-08,,#000000,,,,
あさひ、今日まで4日連続で動画を投稿,,2018-07-08,,#088A85,,,,
空想コード+、『まともなやつは処刑だ！狂人だらけの特殊人狼』を開催！,,2018-07-08,,#3B170B,,,,
7/13(金)21:00に、あにまーれ全員でゲーム「Dead By Daylight」のコラボライブが開催決定,,2018-07-08,,#FA8258,,,,
アイドル部全員がゲーム「マザーシミュレータ」をプレイする『マザーシミュレータ月間』を開催,,2018-07-08,,#D358F7,,,,
響木アオ、アニメ「パンパカパンツ」の新曲『ハイテルヌイデル』にコーラスとして参加,,2018-07-09,,#F781F3,,,,
ケリン、自身のLINEスタンプが人気ランキング8位にランクイン！,,2018-07-09,,#4B8A08,,,,
あさひ、渋谷ハジメが初コラボ『渋谷ハチ公前』を開催、PUBGをプレイ！,,2018-07-09,,#81F7BE,,,,
クーテトラ、夏服案コンテストの受賞者を発表,,2018-07-09,,#F3E2A9,,,,
富士葵、CH登録者数12万人突破！,,2018-07-09,,#58FAF4,,,,
ハッカドール2号、Vtuberデビュー準備開始を発表 公式Twitterより,,2018-07-09,,#00FFFF,,,,
エルフのえる、ダークエルフの姿を披露！,,2018-07-09,,#FF8000,,,,
キズナアイ、誕生日イベントの前半を収録した動画を公開 upd8のメンバーが登場,,2018-07-09,,#FA58F4,,,,
『Vtuber合コンコラボinヤヴェンジャーズ』が開催！バーチャルゴリラは天魔機忍ver.G以来のVtuberコラボライブの参加,,2018-07-09,,#86B404,,,,
猫乃木もち、CH登録者数2万人突破！,,2018-07-09,,#F7D358,,,,
万楽えね、マガジンポケットにて漫画家デビュー決定！！！Vtuberにライブ配信上でインタビューした内容を漫画にしていく模様,,2018-07-10,,#F781F3,,,,
Vティーク、アンケートしていた月ノ美兎のクリアファイルのデザインが決定,,2018-07-10,,#E2A9F3,,,,
宇森ひなこ、黒猫ななし(あにまーれ公式)からシモネタ・口悪くなるの禁止令が下る,,2018-07-10,,#AC58FA,,,,
コンプティーク8月号が発売！ 小山内めい自作の漫画や、にじさんじSEEDs特集などが収録,,2018-07-10,,#F79F81,,,,
神楽めあ、CH登録者数1万人突破！,,2018-07-10,,#A9E2F3,,,,
海夜叉神、魔王マグロナ、バーチャルおかん、収益化解禁！,,2018-07-10,,#A4A4A4,,,,
ねこます、ボイチェンの女性声に挑戦する,,2018-07-10,,#F6E3CE,,,,
まとライバーにて「おじさんがおじさんの可愛さに嫉妬する地獄の2018年」の記事が掲載,,2018-07-10,,#0B0B3B,,,,
バーチャルねこ、Soundcloudのアカウントを開設,,2018-07-10,,#F7BE81,,,,
新Vtuberグループ『Honeystrap (ハニーストラップ)』が始動！,,2018-07-11,,#FE9A2E,,,,
黒い砂漠による『バーチャルクリエイター応援キャンペーンvol.2』が開催決定！,,2018-07-11,,#380B61,,,,
鈴谷アキ、CH登録者数4万人突破！,,2018-07-11,,#F5DA81,,,,
織田信姫、CH登録者数7万人突破！,,2018-07-11,,#FF00FF,,,,
響木アオ、全国LIVEツアーのCFが目標額達成！！,,2018-07-11,,#FF00FF,,,,
鈴鹿詩子、更新したTwitterのヘッダー画像がパワーワードだらけだと話題に,,2018-07-11,,#CC2EFA,,,,
女帝セツナ、Vtuberリストを公開！2910名を収録,,2018-07-11,,#BE81F7,,,,
叶、PUBGのカスタムサーバーが使えるようになる 自主企画の大会が開催可能に！,,2018-07-11,,#FFBF00,,,,
樋口楓、7/15(日)19:00〜 ニコぶくろスタジオで開催されるニコ生公式番組『にじさんじの部屋〜でろ〜んとおしゃべりしよう〜』に登場！ゲストは漫画家の中音ナタ氏,,2018-07-11,,#FE642E,,,,
輝夜月、フリーゲーム「魔女の森」のプレイするもお蔵入りになった動画を公開,,2018-07-11,,#F4FA58,,,,
"7/14,15に開催のe☆イヤホン主催イベント「ポタフェス2018 東京・秋葉原」で、電脳少女シロが会場の柱巻き広告などで登場！",,2018-07-11,,#81F7F3,,,,
キズナアイ、コラボカフェ第2弾が開店！アニメイトカフェ秋葉原高架下出張店が7/13〜8/12まで開催,,2018-07-12,,#FE2EF7,,,,
虹乃まほろ、活動1周年を迎える生配信『まほろ爆誕祭2018』を開催！,,2018-07-12,,#F5DA81,,,,
